,Rank,Change,Track,Artist,Peak,Prev,Streak,City,Date,Chart
2772,73,+24,FIELD TRIP,"¥$, Kanye West, Ty Dolla $ign",20,97,12,San Diego,2024-10-24,City Weekly Pulse Songs
2773,74,-8,Or What,"NLE Choppa, 41, Kyle Richh",66,66,4,San Diego,2024-10-24,City Weekly Pulse Songs
2774,75,+16,End Up Gone,ian,75,91,3,San Diego,2024-10-24,City Weekly Pulse Songs
2775,76,+6,NO PIERDO LA VIDA,"Calle 24, Chuyin",23,82,7,San Diego,2024-10-24,City Weekly Pulse Songs
2776,77,New,STAY,Armai,77,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2777,78,-8,LIL DEMON,Future,24,70,2,San Diego,2024-10-24,City Weekly Pulse Songs
2778,79,New,On Pz,MoneySign Suede,79,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2779,80,-26,Vision De Tunel,Hermanos Espinoza,14,54,6,San Diego,2024-10-24,City Weekly Pulse Songs
2780,81,-19,El Doble F,Los Ases De California,16,62,10,San Diego,2024-10-24,City Weekly Pulse Songs
2781,82,New,Presidente,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",82,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2782,83,-11,ME PORTO BONITO,Los Gemelos De Sinaloa,7,72,2,San Diego,2024-10-24,City Weekly Pulse Songs
2783,84,New,GEEK TIMË,Yeat,84,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2784,85,-2,Tu Boda,"Oscar Maydon, Fuerza Regida",15,83,4,San Diego,2024-10-24,City Weekly Pulse Songs
2785,86,New,Sick (feat. 4batz),"Jeremih, 4batz",86,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2786,87,-13,Doin Yo Stuff,"Blxst, Bino Rideaux",1,74,7,San Diego,2024-10-24,City Weekly Pulse Songs
2787,88,New,HOLANDA,Linea Personal,88,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2788,89,-14,Beaches,beabadoobee,6,75,10,San Diego,2024-10-24,City Weekly Pulse Songs
2789,90,-4,I CAN’T LET GO,"Lil Tecca, Don Toliver",51,86,4,San Diego,2024-10-24,City Weekly Pulse Songs
2790,91,-33,Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",9,58,4,San Diego,2024-10-24,City Weekly Pulse Songs
2791,92,Re-Entry,By Myself (feat. XKYLAR),"OMNOM, XKYLAR",79,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2792,93,-38,Flores,Xavi,40,55,5,San Diego,2024-10-24,City Weekly Pulse Songs
2793,94,New,Vertigo (feat. Ed Graves),"Odd Mob, Ed Graves",94,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2794,95,Re-Entry,When He's Not There (feat. Lucky Daye),"Kehlani, Lucky Daye",13,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2795,96,-8,ALL RED,Playboi Carti,4,88,6,San Diego,2024-10-24,City Weekly Pulse Songs
2796,97,-17,Leave Me Alone,BigXthaPlug,80,80,2,San Diego,2024-10-24,City Weekly Pulse Songs
2797,98,New,APT.,"ROSÉ, Bruno Mars",98,—,1,San Diego,2024-10-24,City Weekly Pulse Songs
2798,99,-4,When You Call (feat. Heembeezy),"Now & Forever, 8K, Heembeezy",26,95,11,San Diego,2024-10-24,City Weekly Pulse Songs
2799,100,-11,Soft Spot,keshi,30,89,4,San Diego,2024-10-24,City Weekly Pulse Songs
2800,1,+1,Thankful,Lil Pete,1,2,8,San Francisco,2024-10-24,City Weekly Pulse Songs
2801,2,+26,Gas Pedal Remix,"John Summit, Subtronics, Tape B, Sage The Gemini",2,28,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2802,3,+2,feel U luv Me,Knock2,3,5,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2803,4,+7,Apple featuring the japanese house,"Charli xcx, The Japanese House",4,11,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2804,5,-1,Are You Responsible,Young Slo-Be,4,4,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2805,6,+4,GIVE ME A BEAT!,"LaRussell, Too $hort, P-Lo",1,10,14,San Francisco,2024-10-24,City Weekly Pulse Songs
2806,7,New,too many distractions,Lil Bean,7,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2807,8,-2,Neimans,Maxx Payne,2,6,8,San Francisco,2024-10-24,City Weekly Pulse Songs
2808,9,–,DATS MY BABY!,Nueve Lio,2,9,17,San Francisco,2024-10-24,City Weekly Pulse Songs
2809,10,New,STARsound (pt2),"ISOxo, fussy",10,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2810,11,+5,In The Living Room,Maggie Rogers,11,16,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2811,12,Re-Entry,4EVR,"ISOKNOCK, ISOxo, Knock2, cade clair",12,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2812,13,–,whatcha gotta say (with Blxst),"thủy, Blxst",9,13,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2813,14,+36,Bend a Nigga Block,"NoHandOuts Fats, TaxFree Beezy, BroadDay Bam, TearitOffGreez",7,50,10,San Francisco,2024-10-24,City Weekly Pulse Songs
2814,15,Re-Entry,Lucky (feat. Remi Wolf),"Zedd, Remi Wolf",15,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2815,16,-4,Baby,DaBoii,12,12,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2816,17,+25,Soup,Remi Wolf,6,42,15,San Francisco,2024-10-24,City Weekly Pulse Songs
2817,18,New,ROCKMAN,Mk.gee,18,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2818,19,-12,Free Banger Lok,Trigga Lok 1400,5,7,6,San Francisco,2024-10-24,City Weekly Pulse Songs
2819,20,New,Is This Love,"LP Giobbi, Danielle Ponder",20,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2820,21,-7,Levitating,RÜFÜS DU SOL,14,14,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2821,22,+10,NISSAN ALTIMA,Doechii,22,32,12,San Francisco,2024-10-24,City Weekly Pulse Songs
2822,23,Re-Entry,I'll Wait For You,"Seven Lions, Subtronics, Skylar Grey",23,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2823,24,-5,CAVE (with Tove Lo),"Dom Dolla, Tove Lo",19,19,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2824,25,–,MTV Cribs,Mike Sherm,3,25,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2825,26,+1,MUTT,Leon Thomas,26,27,9,San Francisco,2024-10-24,City Weekly Pulse Songs
2826,27,New,THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,27,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2827,28,+9,She Wants To Go Dancing,Mt. Joy,28,37,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2828,29,+10,Still Riding,Barry Can't Swim,15,39,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2829,30,New,Power (feat. Grabbitz),"Subtronics, LEVEL UP, Grabbitz",30,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2830,31,New,Collide,"William Black, Jazara",31,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2831,32,-3,Love Songs,Clairo,29,29,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2832,33,+32,Panther City,Leon Bridges,33,65,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2833,34,+12,Neverender - Kaytranada Remix,"Justice, Tame Impala, KAYTRANADA",17,46,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2834,35,+1,Waited All Night,"Jamie xx, Romy, Oliver Sim, The xx",15,36,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2835,36,New,Noid,"Tyler, The Creator",36,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2836,37,New,Nenuphar,Polo & Pan,37,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2837,38,+11,Members,"Poppa Got Bandz, Luldame23",24,49,10,San Francisco,2024-10-24,City Weekly Pulse Songs
2838,39,-22,No Pasa Nada,"Clave Especial, Fuerza Regida",17,17,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2839,40,-18,That's That,lou deezi,2,22,30,San Francisco,2024-10-24,City Weekly Pulse Songs
2840,41,New,Camouflage,Weston Estate,41,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2841,42,Re-Entry,Perfect Pinterest Garden,Porter Robinson,8,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2842,43,New,That’s So True,Gracie Abrams,43,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2843,44,New,Love Somebody,Morgan Wallen,44,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2844,45,-10,Three Piece,Larry June,6,35,11,San Francisco,2024-10-24,City Weekly Pulse Songs
2845,46,+14,Let's Go Back,Jungle,18,60,7,San Francisco,2024-10-24,City Weekly Pulse Songs
2846,47,+4,Good Graces,Sabrina Carpenter,26,51,7,San Francisco,2024-10-24,City Weekly Pulse Songs
2847,48,+16,Snap My Finger (feat. PinkPantheress),"KAYTRANADA, PinkPantheress",12,64,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2848,49,New,Smith (with Junior H & Fuerza Regida),"Chino Pacas, Junior H, Fuerza Regida",49,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2849,50,Re-Entry,What's The Time Where You Are?,Troye Sivan,33,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2850,51,New,Perfect Stranger,FKA twigs,51,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2851,52,-14,WHATCHU KNO ABOUT ME (feat. Sexyy Red),"GloRilla, Sexyy Red",38,38,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2852,53,-13,No One Noticed,The Marías,10,40,14,San Francisco,2024-10-24,City Weekly Pulse Songs
2853,54,-13,Soft Spot,keshi,7,41,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2854,55,New,What It Iz,"OHGEESY, Lefty Gunplay",55,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2855,56,-23,Probably Cursed,EBK Jaaybo,2,33,7,San Francisco,2024-10-24,City Weekly Pulse Songs
2856,57,New,I Hate Your Ex-Girlfriend (feat. Doechii),"BANKS, Doechii",57,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2857,58,Re-Entry,Heaven Is Calling,Jai Wolf,41,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2858,59,-15,Streets Don't Love You,EBK Young Joc,1,44,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2859,60,New,Sick (feat. 4batz),"Jeremih, 4batz",60,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2860,61,-4,Beaches,beabadoobee,21,57,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2861,62,New,HIM ALL ALONG,Gunna,62,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2862,63,+15,Love Me Not (feat. Rex Orange County),"Ravyn Lenae, Rex Orange County",63,78,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2863,64,-40,Me Acostumbre A Lo Bueno II,"Chuyin, Fuerza Regida",22,24,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2864,65,+1,After the First Kiss,Faye Webster,48,66,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2865,66,-23,HEAT STICK,"Shoreline Mafia, OHGEESY, Fenix Flexin",3,43,17,San Francisco,2024-10-24,City Weekly Pulse Songs
2866,67,New,APT.,"ROSÉ, Bruno Mars",67,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2867,68,-7,IYKYK,XG,61,61,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2868,69,-14,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",52,55,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2869,70,New,Darlin',Jean Dawson,70,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2870,71,-4,Diet Pepsi,Addison Rae,19,67,11,San Francisco,2024-10-24,City Weekly Pulse Songs
2871,72,New,All 10,Younginsosleaze,72,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2872,73,Re-Entry,Sweet Disposition - John Summit & Silver Panda Remix,"The Temper Trap, John Summit, Silver Panda",27,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2873,74,New,If Our Love Is Dead,Royel Otis,74,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2874,75,New,Passenger Princess (feat. Smino),"Aminé, Smino",75,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2875,76,-13,Do It For The Bay,"Saweetie, P-Lo",1,63,7,San Francisco,2024-10-24,City Weekly Pulse Songs
2876,77,New,Attaway,Phantogram,77,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2877,78,-31,25,Rod Wave,47,47,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2878,79,-4,When He's Not There (feat. Lucky Daye),"Kehlani, Lucky Daye",19,75,7,San Francisco,2024-10-24,City Weekly Pulse Songs
2879,80,New,B Somebody,"Chloé Caillet, SG Lewis",80,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2880,81,New,Defense,"Panda Bear, Cindy Lee",81,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2881,82,+13,I Only Smoke When I Drink,nimino,69,95,3,San Francisco,2024-10-24,City Weekly Pulse Songs
2882,83,+2,It's ok I'm ok,Tate McRae,52,85,6,San Francisco,2024-10-24,City Weekly Pulse Songs
2883,84,Re-Entry,The Deep,"Lane 8, Art School Girlfriend",64,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2884,85,-59,DESIERTO,Becky G,26,26,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2885,86,New,Life 2,Majid Jordan,86,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2886,87,New,Gravity,"Martin Garrix, Sem Vox, Jaimes",87,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2887,88,+6,PUSH 2 START,Tyla,88,94,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2888,89,New,Never Walk Alone,"BLOND:ISH, Stevie Appleton",89,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2889,90,-42,Arriba la Compañía,LOS DOS DE TAMAULIPAS,11,48,8,San Francisco,2024-10-24,City Weekly Pulse Songs
2890,91,-3,APEROL SPRITZ,The Kid LAROI,88,88,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2891,92,+8,Woof (feat. Kah-Lo),"Sofi Tukker, Kah-Lo",92,100,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2892,93,-34,Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",35,59,4,San Francisco,2024-10-24,City Weekly Pulse Songs
2893,94,New,MERTHER,Mau P,94,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2894,95,New,She Cleans Up,Father John Misty,95,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2895,96,-19,Mantra,JENNIE,77,77,2,San Francisco,2024-10-24,City Weekly Pulse Songs
2896,97,New,PROXIMATE,"Rezz, X1-Y2",97,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2897,98,-16,in2minds,"Chris Lake, Disclosure",14,82,5,San Francisco,2024-10-24,City Weekly Pulse Songs
2898,99,Re-Entry,mr useless,"Shygirl, SG Lewis, Club Shy",12,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2899,100,Re-Entry,No Broke Boys,Tinashe,26,—,1,San Francisco,2024-10-24,City Weekly Pulse Songs
2900,1,New,Es La Hora,Pj Sin Suela,1,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2901,2,-1,Top Ten,"Ery, Square Houze",1,1,7,San Juan,2024-10-24,City Weekly Pulse Songs
2902,3,-1,Tú Me Gustas Tanto,"Sammy Baby, Suenalo Baby",2,2,3,San Juan,2024-10-24,City Weekly Pulse Songs
2903,4,-1,ZouZou,Tutu,3,3,6,San Juan,2024-10-24,City Weekly Pulse Songs
2904,5,–,ERES,Omy de Oro,4,5,6,San Juan,2024-10-24,City Weekly Pulse Songs
2905,6,–,MARIPOSA,AloSofia,1,6,5,San Juan,2024-10-24,City Weekly Pulse Songs
2906,7,New,PETITE,ROA,7,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2907,8,New,Cr4Ck House - Musiando Live 08,"Trap House Latino, VEI HABACHE, 13am, Tommy Blanco, FANTA ROSARIO",8,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2908,9,Re-Entry,avila wtf,"VEI HABACHE, Tommy Blanco",4,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2909,10,+2,Máscara,"Mvchoo23, k John",10,12,3,San Juan,2024-10-24,City Weekly Pulse Songs
2910,11,-2,Insane,"TORRRES, Jovaan",4,9,6,San Juan,2024-10-24,City Weekly Pulse Songs
2911,12,+1,DOLLY,K John,3,13,10,San Juan,2024-10-24,City Weekly Pulse Songs
2912,13,-3,Soledad,"JEYYFF, Sr. Netflix, Persy",7,10,3,San Juan,2024-10-24,City Weekly Pulse Songs
2913,14,-3,CRMBL,GLOKKY,11,11,3,San Juan,2024-10-24,City Weekly Pulse Songs
2914,15,–,H E A V Y,Omar Courtz,10,15,5,San Juan,2024-10-24,City Weekly Pulse Songs
2915,16,+3,Slow (feat. Lyanno) - Remix,"Jovaan, De La Rose, Jay Wheeler, Lyanno",16,19,2,San Juan,2024-10-24,City Weekly Pulse Songs
2916,17,New,ABSOLUTELY,iZaak,17,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2917,18,+2,+ Picky,"J Abdiel, Jonniel Rythmz",9,20,15,San Juan,2024-10-24,City Weekly Pulse Songs
2918,19,-3,TAMO EN GUERRA,"YUNYIPR, SOMBRA PR, PAUSA LVR",16,16,4,San Juan,2024-10-24,City Weekly Pulse Songs
2919,20,+3,LDM2,Blackinny,10,23,7,San Juan,2024-10-24,City Weekly Pulse Songs
2920,21,+12,Cielo,"Young Martino, Yan Block, Brray",2,33,24,San Juan,2024-10-24,City Weekly Pulse Songs
2921,22,-4,Diluvio,"Slick La Mina, Yama Make Them Bounce",11,18,8,San Juan,2024-10-24,City Weekly Pulse Songs
2922,23,+2,Soldout,"Jaypr, Blackinny, J Abdiel",9,25,22,San Juan,2024-10-24,City Weekly Pulse Songs
2923,24,–,Tierra,Chuwi,17,24,3,San Juan,2024-10-24,City Weekly Pulse Songs
2924,25,-8,President Evil - Musiando Live 03,"Fronti, YUNYIPR, Jay PR",15,17,4,San Juan,2024-10-24,City Weekly Pulse Songs
2925,26,+3,La de Bassy,Clarent,4,29,16,San Juan,2024-10-24,City Weekly Pulse Songs
2926,27,+8,Peak,Chen,27,35,4,San Juan,2024-10-24,City Weekly Pulse Songs
2927,28,-6,(des)enfocá,"RaiNao, Wiso Rivera",2,22,13,San Juan,2024-10-24,City Weekly Pulse Songs
2928,29,-2,Rito,"Anubiis, Yama Make Them Bounce",8,27,22,San Juan,2024-10-24,City Weekly Pulse Songs
2929,30,New,Caidos,Persy,30,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2930,31,-10,7IETE,Glokky,21,21,2,San Juan,2024-10-24,City Weekly Pulse Songs
2931,32,New,first day out,Slayter,32,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2932,33,-1,Antisocial,"Axel Baby, JEYYFF, J Abdiel",11,32,10,San Juan,2024-10-24,City Weekly Pulse Songs
2933,34,-6,3 Doritos,Yan Block,7,28,4,San Juan,2024-10-24,City Weekly Pulse Songs
2934,35,-1,Malos Hábitos,"Joyce Santana, De La Rose",34,34,2,San Juan,2024-10-24,City Weekly Pulse Songs
2935,36,-10,Piki Soto,"Bamby, Tutu",26,26,2,San Juan,2024-10-24,City Weekly Pulse Songs
2936,37,+2,Privity,"Pressure 9X19, Clarent",20,39,10,San Juan,2024-10-24,City Weekly Pulse Songs
2937,38,-8,Traqueto,SOMBRA PR,25,30,7,San Juan,2024-10-24,City Weekly Pulse Songs
2938,39,-8,2 DIABLOS - REMIX,"Eix, iZaak, Pressure 9X19",10,31,23,San Juan,2024-10-24,City Weekly Pulse Songs
2939,40,New,DEPORTIVO,"Remers, Anubiis",40,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2940,41,-37,Posiciones,"Hozwal, JEYYFF",3,4,7,San Juan,2024-10-24,City Weekly Pulse Songs
2941,42,-4,No Entiendo,"JHAYCO, Eladio Carrion, Omar Courtz",27,38,5,San Juan,2024-10-24,City Weekly Pulse Songs
2942,43,-7,bajo candau,Gyanma,2,36,2,San Juan,2024-10-24,City Weekly Pulse Songs
2943,44,+12,Euphoria,"Caleb Calloway, VEI HABACHE, Joyce Santana",44,56,3,San Juan,2024-10-24,City Weekly Pulse Songs
2944,45,New,HI KI,Farruko,45,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2945,46,-6,Pidiendo Saoco,"DIA, De La Rose",17,40,12,San Juan,2024-10-24,City Weekly Pulse Songs
2946,47,-2,Garchin,"Bryant Myers, Omar Courtz",32,45,8,San Juan,2024-10-24,City Weekly Pulse Songs
2947,48,–,Curarme,"Conep, iZaak, Amarion",8,48,7,San Juan,2024-10-24,City Weekly Pulse Songs
2948,49,-5,De Repente (All Of A Sudden),"Christine D'Clario, Elevation Worship",35,44,5,San Juan,2024-10-24,City Weekly Pulse Songs
2949,50,-13,Ashe Ashe (with SOMBRA PR),"Midnvght, SOMBRA PR",37,37,6,San Juan,2024-10-24,City Weekly Pulse Songs
2950,51,+3,Dame La Verde,"Luar La L, Dei V",41,54,5,San Juan,2024-10-24,City Weekly Pulse Songs
2951,52,-10,Cositas - Remix,"Green Cookie, Gigolo Y La Exce, Amarion, Nesi",15,42,3,San Juan,2024-10-24,City Weekly Pulse Songs
2952,53,+7,Elvira & Tony,"Lismar, Hades66",53,60,3,San Juan,2024-10-24,City Weekly Pulse Songs
2953,54,-11,Mueve el QLO,Dei V,16,43,19,San Juan,2024-10-24,City Weekly Pulse Songs
2954,55,-3,Sabe Bien,Pedro Capó,51,52,3,San Juan,2024-10-24,City Weekly Pulse Songs
2955,56,-3,Los Fin De,De La Rose,24,53,6,San Juan,2024-10-24,City Weekly Pulse Songs
2956,57,-11,CTNE,"Rokero, JEYYFF",18,46,3,San Juan,2024-10-24,City Weekly Pulse Songs
2957,58,Re-Entry,Obli Se Chi,"Jowell & Randy, Dei V",29,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2958,59,New,REAL DEMON,"Glizzy Gvng, YOVNGCHIMI",59,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2959,60,+3,Radares,"Labia La Fuerza, K John, Persy",18,63,23,San Juan,2024-10-24,City Weekly Pulse Songs
2960,61,-3,Diablos Y Angeles,"Hanzel La H, Farruko",32,58,11,San Juan,2024-10-24,City Weekly Pulse Songs
2961,62,-5,LMM,CDobleta,31,57,10,San Juan,2024-10-24,City Weekly Pulse Songs
2962,63,-12,x las nubes,paopao,51,51,3,San Juan,2024-10-24,City Weekly Pulse Songs
2963,64,-2,Un Zippy,"Nio Garcia, Casper Magico, iZaak",25,62,12,San Juan,2024-10-24,City Weekly Pulse Songs
2964,65,New,Me Hiciste Quedar Mal,iLe,65,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2965,66,New,El Terror,"Dineropr, PAUSA LVR",66,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2966,67,-6,¿Que Somos?,"La Liga Elite, JEYYFF",21,61,10,San Juan,2024-10-24,City Weekly Pulse Songs
2967,68,+5,Otra,"Chanell, lil joujou",3,73,8,San Juan,2024-10-24,City Weekly Pulse Songs
2968,69,-2,Chat GPT,"Gabriel EMC, Alex Zurdo",67,67,2,San Juan,2024-10-24,City Weekly Pulse Songs
2969,70,-5,Albizu,"Ankhal, ATHAN",6,65,8,San Juan,2024-10-24,City Weekly Pulse Songs
2970,71,+10,Diferente,"JZAEB, JEYYFF",49,81,15,San Juan,2024-10-24,City Weekly Pulse Songs
2971,72,Re-Entry,Marbella,"FANTA ROSARIO, VEI HABACHE",23,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2972,73,-5,Hallandale,"Ovi, Hades66",52,68,5,San Juan,2024-10-24,City Weekly Pulse Songs
2973,74,-8,El Hombre No Llora,Rumba Caliente,4,66,3,San Juan,2024-10-24,City Weekly Pulse Songs
2974,75,-4,Títeres - Ft. Nesi,"Villano Antillano, Nesi",22,71,9,San Juan,2024-10-24,City Weekly Pulse Songs
2975,76,+4,Tu Va Dobla - Remix,"Tivi Gunz, Omar Courtz, Ozuna",47,80,16,San Juan,2024-10-24,City Weekly Pulse Songs
2976,77,New,LINDA,Alejo,77,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2977,78,–,Yo Soy,"Custom, Chen, CDobleta, Persy",31,78,9,San Juan,2024-10-24,City Weekly Pulse Songs
2978,79,+6,HOMENAJE,"Lyanno, Anubiis, Hades66",21,85,12,San Juan,2024-10-24,City Weekly Pulse Songs
2979,80,-4,Toki,"Casper Magico, Anuel AA, iZaak, Luar La L",51,76,25,San Juan,2024-10-24,City Weekly Pulse Songs
2980,81,Re-Entry,Mini Van,"lil joujou, Slayter, Midnvght",10,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2981,82,-5,ADN,Hades66,50,77,10,San Juan,2024-10-24,City Weekly Pulse Songs
2982,83,Re-Entry,"Dealer, donde estas?","HF Diez, VEI HABACHE, FANTA ROSARIO",83,—,1,San Juan,2024-10-24,City Weekly Pulse Songs
2983,84,-12,Perky Wooky,"Producto Sin Corte, Pressure 9X19",24,72,24,San Juan,2024-10-24,City Weekly Pulse Songs
2984,85,-15,Problemático,"Yecko, SOMBRA PR",12,70,24,San Juan,2024-10-24,City Weekly Pulse Songs
2985,86,-12,Hoy,"Sahir, Anubiis, Hades66",3,74,2,San Juan,2024-10-24,City Weekly Pulse Songs
2986,87,-18,Symphony - Remix,"Karbeats, Yan Block, Brray, Joyce Santana, Miky Woodz",10,69,28,San Juan,2024-10-24,City Weekly Pulse Songs
2987,88,-5,Tú Y Yo,"Brray, RaiNao",13,83,4,San Juan,2024-10-24,City Weekly Pulse Songs
